Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
3,70,No,5,4,48
9,58,Yes,9,0,54
3,96,Yes,7,6,75
2,90,Yes,5,0,68
5,63,Yes,6,9,50
6,97,Yes,7,8,87
1,48,No,8,3,25
6,62,No,7,7,45
3,43,Yes,9,0,25
4,49,Yes,6,4,28
6,48,No,8,2,36
8,58,Yes,4,3,53
9,54,Yes,5,3,47
6,90,Yes,9,7,84
7,73,No,9,9,66
5,81,Yes,5,9,66
9,58,Yes,6,2,55
4,88,No,6,0,71
6,91,Yes,9,4,86
5,95,Yes,5,1,80
1,60,No,7,5,36
5,73,No,4,3,57
5,90,Yes,4,8,77
9,56,No,6,6,52
1,57,Yes,6,1,29
5,56,Yes,7,6,43
7,41,No,6,9,30
6,90,Yes,4,7,74
6,40,No,5,2,27
7,82,No,9,2,72
6,96,No,4,1,82
5,49,Yes,7,0,31
5,76,No,5,2,62
9,87,Yes,5,9,79
8,95,No,9,6,92
4,44,No,4,8,27
4,95,Yes,5,8,79
5,94,Yes,5,5,82
3,51,No,6,5,28
8,75,Yes,5,4,73
7,70,Yes,7,1,59
5,94,No,5,6,81
3,77,No,6,0,59
5,90,Yes,8,5,77
3,48,No,8,3,26
5,83,No,7,2,70
1,65,No,9,0,38
6,54,Yes,9,5,42
4,55,Yes,7,6,40
4,52,Yes,5,0,35
8,64,No,5,0,56
2,69,Yes,8,6,48
4,92,No,8,5,76
2,95,No,4,6,71
1,46,No,8,7,20
3,96,No,8,7,75
8,94,Yes,7,8,89
6,91,No,4,8,79
7,43,No,9,6,40
2,82,Yes,4,8,57
6,79,No,5,5,66
8,77,Yes,5,8,69
8,96,Yes,4,1,85
4,69,Yes,4,1,53
6,49,No,5,5,37
5,69,Yes,7,2,58
9,78,No,7,1,71
8,46,Yes,7,7,42
2,75,Yes,7,6,58
7,74,Yes,5,7,68
7,63,Yes,6,5,56
1,78,No,8,8,52
1,75,No,8,8,54
4,84,Yes,8,1,66
5,59,Yes,8,9,48
4,88,Yes,5,4,69
7,71,No,6,8,62
3,98,Yes,5,2,80
7,78,Yes,6,4,71
8,88,No,5,7,82
6,65,Yes,4,1,56
6,65,Yes,6,5,53
8,75,Yes,8,3,72
8,82,Yes,6,5,76
7,74,No,9,2,63
6,82,No,7,5,70
6,74,No,6,6,59
6,51,Yes,9,9,42
8,72,Yes,7,2,67
1,75,No,9,4,52
5,53,Yes,7,7,40
3,72,Yes,4,1,50
8,85,No,6,6,79
6,84,No,9,0,75
2,84,Yes,4,6,63
7,63,No,8,0,56
7,54,Yes,6,3,40
5,70,No,5,3,57
8,56,No,5,4,50
5,51,Yes,5,1,39
1,61,Yes,9,5,36
9,62,No,9,5,59
4,65,Yes,7,7,49
2,53,Yes,5,9,26
4,51,Yes,8,0,28
9,89,No,9,3,88
2,43,Yes,6,1,17
4,98,Yes,9,7,81
2,85,No,6,3,63
5,90,No,9,7,74
3,52,No,7,1,32
2,96,No,7,3,72
9,94,Yes,7,8,91
5,57,Yes,8,4,44
5,82,No,9,5,66
1,67,No,6,9,45
6,77,Yes,9,8,68
7,80,Yes,4,8,71
1,83,No,7,6,59
9,58,Yes,5,1,56
8,85,Yes,4,6,78
8,86,No,4,8,81
7,82,No,7,1,74
5,77,No,5,6,65
3,85,No,7,6,65
9,42,Yes,7,2,40
7,58,No,5,5,49
8,59,Yes,4,7,54
6,64,Yes,4,9,48
5,50,Yes,9,7,40
8,95,No,5,2,90
3,56,Yes,4,5,36
7,99,No,8,1,89
2,98,No,7,1,78
3,88,No,8,7,69
2,94,Yes,8,9,75
5,74,No,9,4,58
7,53,No,9,4,44
1,98,Yes,9,3,74
9,78,No,8,9,75
1,96,Yes,6,3,69
1,58,Yes,6,7,34
8,42,No,8,2,38
6,73,No,7,2,58
6,97,No,8,7,92
9,88,No,8,2,84
4,80,Yes,9,1,62
8,61,No,9,4,59
4,77,No,9,2,62
2,95,Yes,6,5,75
8,66,No,8,6,59
7,60,No,7,2,52
4,80,No,7,8,69
9,70,No,9,9,67
9,66,No,9,0,65
8,76,Yes,8,6,70
1,41,No,7,3,12
7,93,Yes,8,6,86
5,86,Yes,6,8,73
7,48,Yes,8,8,41
9,58,Yes,9,0,55
2,81,No,4,9,62
4,75,No,6,3,61
4,49,Yes,7,6,33
2,98,No,7,9,77
3,79,No,9,5,63
8,93,Yes,9,8,91
9,84,No,6,6,82
6,78,Yes,9,2,72
2,46,Yes,4,6,20
2,43,No,6,9,20
7,54,No,9,4,46
8,51,No,5,1,44
8,87,Yes,4,9,79
6,45,Yes,6,2,34
8,99,No,5,5,92
1,48,Yes,8,5,25
9,74,No,4,6,69
1,47,No,8,5,20
3,46,No,5,8,27
9,43,No,7,4,40
5,97,Yes,7,4,83
9,52,No,9,7,50
9,58,Yes,7,7,55
6,46,Yes,8,0,39
1,49,Yes,4,2,23
7,64,Yes,8,5,58
6,83,Yes,8,5,74
9,97,Yes,7,0,95
7,74,No,8,1,64
